频道名,地址,tvg-id,tvg-name,国家分组,语言分组,图标,原分组,分辨率,来源文件,检测时间,状态码,ffprobe是否成功,视频编码,分辨率,帧率,音频,ffprobe探测时间
[HD]nicktoons,https://t.freetv.fun/live/nicktoons-2.m3u8,,Nicktoons CIS,Russia,Russia,https://epg.pw/media/images/channel/2024/04/04/large/20240404170350457530_44.png,Kids,426x240,freetv-fun-all.txt,16,403,成功,h264,426x240,30.0,有音频,1.876
[BD]azteca internacional,https://t.freetv.fun/live/azteca-internacional.m3u8,,RTP Internacional,Portugal,Portugal,https://epg.pw/media/images/channel/2022/05/06/large/20220506173750013761_42.png,Generic,1920x1080,freetv-fun-all.txt,18,403,成功,h264,1920x1080,29.97002997002997,有音频,1.677
[HD]rtv 21 albania,https://t.freetv.fun/live/rtv-21-albania.m3u8,,RTV 21 HD Albania,Albania,Albania,https://epg.pw/media/,Generic,1280x720,freetv-fun-all.txt,18,403,成功,h264,1280x720,25.0,有音频,3.693
[VGA]telesur english,https://t.freetv.fun/live/telesur-english-3.m3u8,,DW English,Germany,Germany,https://epg.pw/media/images/channel/2024/02/05/large/20240205014234637777_71.png,News,640x360,freetv-fun-all.txt,21,403,成功,h264,640x360,29.97002997002997,有音频,1.246
[SD]nickelodeon,https://t.freetv.fun/live/nickelodeon-1.m3u8,,Nickelodeon  (UK),United Kingdom,United Kingdom,https://epg.pw/media/,Generic,720x576,freetv-fun-all.txt,19,403,成功,h264,720x576,50.0,有音频,2.685
[HD]cetv4,https://t.freetv.fun/live/cetv4.m3u8,,CETV,Czech,Czech,https://epg.pw/media/uploads/tmp_logo/2015/10/23/20151023181206937281_49.jpg,Generic,1280x720,freetv-fun-all.txt,18,403,成功,h264,1280x720,25.0,有音频,4.754
[HD]now,https://t.freetv.fun/live/now-2.m3u8,,Now sports 641,Hong Kong,Hong Kong,https://epg.pw/media/images/channel/2025/01/26/large/20250126114632120831_44.png,Sports,640x360,freetv-fun-all.txt,15,403,成功,h264,640x360,25.0,有音频,6.865
[HD]tv 1,https://t.freetv.fun/live/tv-1-1.m3u8,,Irib 1 TV Iran,Iran,Iran,https://epg.pw/media/,Generic,1280x720,freetv-fun-all.txt,23,403,成功,h264,1280x720,25.0,有音频,3.498
[BD]dmax,https://t.freetv.fun/live/dmax-1.m3u8,,DMAX,United Kingdom,United Kingdom,https://epg.pw/media/images/channel/2022/06/27/large/20220627220620803027_25.png,Knowledge,640x360,freetv-fun-all.txt,20,403,成功,h264,640x360,25.0,有音频,5.131
[BD]ndr hamburg ⓖ,https://t.freetv.fun/live/ndr-hamburg-g.m3u8,,Hamburg 1,Germany,Germany,https://epg.pw/media/images/channel/2022/05/06/large/20220506174159147164_26.png,Generic,480x270,freetv-fun-all.txt,18,403,成功,h264,480x270,50.0,有音频,17.880
[HD]national geographic us eastern,https://t.freetv.fun/live/national-geographic-us-eastern.m3u8,6303,National Geographic,Romania,Romania,https://epg.pw/media/images/channel/2022/05/06/large/20220506163824809340_39.png,Knowledge,640x360,freetv-fun-all.txt,23,403,成功,h264,640x360,59.94005994005994,有音频,4.103
[VGA]ebs1,https://t.freetv.fun/live/ebs1-1.php,,EBS1,Korea,Korea,https://epg.pw/media/images/channel/2022/09/30/large/20220930173234951785_34.jpg,Generic,640x360,freetv-fun-all.txt,21,403,成功,h264,640x360,29.97002997002997,有音频,2.632
[HD]magic tv,https://t.freetv.fun/live/magic-tv-1.m3u8,,Magic TV,Romania,Romania,https://epg.pw/media/images/channel/2021/06/24/large/20210624004025127408_48.png,Entertainment,640x360,freetv-fun-all.txt,12,403,成功,h264,640x360,25.0,有音频,6.697
[VGA]el pingüino tv,https://t.freetv.fun/live/el-pinguino-tv-2.m3u8,,El Pinguino,Chile,Chile,https://epg.pw/media/uploads/tmp_logo/2017/06/25/20170625145526166324_78.jpg,Generic,426x240,freetv-fun-all.txt,20,403,成功,h264,426x240,30.0,有音频,1.305
[BD]mtv高清,https://t.freetv.fun/live/mtvgao-qing.m3u8,,MTV HD(Korea),United States,United States,https://epg.pw/media/images/channel/2017/11/12/large/20171112002356623871_27.png,Music,1920x1080,freetv-fun-all.txt,17,403,成功,h264,1920x1080,30.0,无音频,1.332
[HD]hot rock,https://t.freetv.fun/live/hot-rock.m3u8,7532,Rock TV,Romania,Romania,https://epg.pw/media/images/channel/2021/06/24/large/20210624004051287373_44.png,Entertainment,1280x720,freetv-fun-all.txt,21,403,成功,h264,1280x720,29.97002997002997,有音频,1.382
[VGA]new vision tv,https://t.freetv.fun/live/new-vision-tv.m3u8,,New TV,Kurdistan,Kurdistan,https://epg.pw/media/uploads/tmp_logo/2016/11/13/20161113074721279475_71.jpg,Movies,426x240,freetv-fun-all.txt,19,403,成功,h264,426x240,25.0,有音频,3.149
[VGA]life tv,https://t.freetv.fun/live/life-tv-2.m3u8,,Hard Life TV,Russia,Russia,https://epg.pw/media/images/channel/2022/05/06/large/20220506174200364717_15.png,Entertainment,768x432,freetv-fun-all.txt,17,403,成功,h264,768x432,25.0,有音频,2.625
[BD]cgtn俄语,https://t.freetv.fun/live/cgtne-yu-2.m3u8,,CGTN(Spain),Spain,Spain,https://epg.pw/media/uploads/tmp_logo/2018/05/16/20180516070123835480_63.jpg,News,1920x1080,freetv-fun-all.txt,15,403,成功,h264,1920x1080,25.0,有音频,1.837
[BD]france 24 english,https://t.freetv.fun/live/france-24-english-2.m3u8,,France 24 English,France,France,https://epg.pw/media/images/channel/2022/05/06/large/20220506164742433382_52.png,News,1920x1080,freetv-fun-all.txt,22,403,成功,h264,1920x1080,25.0,有音频,0.828
[BD]nat geo wild,https://t.freetv.fun/live/nat-geo-wild-2.m3u8,,NAT GEO WILD,United States,United States,https://epg.pw/media/images/channel/2025/01/28/large/20250128055811930970_35.png,Knowledge,1920x1080,freetv-fun-all.txt,17,403,成功,h264,1920x1080,25.0,有音频,6.444
[HD]ntv,https://t.freetv.fun/live/ntv-3.m3u8,12244,NTV HD,Mongolia,Mongolia,https://epg.pw/media/uploads/tmp_logo/2017/03/25/20170325213913711970_32.jpg,News,1280x720,freetv-fun-all.txt,18,403,成功,h264,1280x720,25.0,有音频,8.574
[VGA]makkah tv,https://t.freetv.fun/live/makkah-tv-1.m3u8,,Makkah,Qatar,Qatar,https://epg.pw/media/uploads/tmp_logo/2016/05/18/20160518184532128996_66.png,Entertainment,854x480,freetv-fun-all.txt,16,403,成功,h264,854x480,25.0,有音频,11.883
[HD]global news,https://t.freetv.fun/live/global-news-2.m3u8,,Global News,Canada,Canada,https://epg.pw/media/images/channel/2024/04/22/large/20240422035430526505_15.png,News,1280x720,freetv-fun-all.txt,20,403,成功,h264,1280x720,29.97002997002997,有音频,0.916
[BD]ru tv,https://t.freetv.fun/live/ru-tv.m3u8,,RU TV,Russia,Russia,https://epg.pw/media/uploads/tmp_logo/2014/05/23/20140523215106359917_70.jpg,Other,640x360,freetv-fun-all.txt,22,403,成功,h264,640x360,25.0,有音频,16.432
[HD]cnn int,https://t.freetv.fun/live/cnn-int-2.m3u8,464857,CNN HD,United States,United States,https://epg.pw/media/images/channel/2019/01/13/large/20190113215800701920_63.jpg,News,1280x720,freetv-fun-all.txt,21,403,成功,h264,1280x720,29.97002997002997,有音频,0.781
[HD]pink,https://t.freetv.fun/live/pink.m3u8,,Pink Reality Serbia,Serbia,Serbia,https://epg.pw/media/,Generic,1280x720,freetv-fun-all.txt,23,403,成功,h264,1280x720,25.0,有音频,4.397
[VGA]ortb tv,https://t.freetv.fun/live/ortb-tv.m3u8,,Court TV,United States,United States,https://epg.pw/media/images/channel/2023/08/23/large/20230823111358729586_56.png,Movies,600x480,freetv-fun-all.txt,21,403,成功,h264,600x480,25.0,有音频,0.859
[HD]rai news 24,https://t.freetv.fun/live/rai-news-24-1.m3u8,,Rai News 24,Italy,Italy,https://epg.pw/media/images/channel/2022/05/06/large/20220506174021801258_80.png,News,1280x720,freetv-fun-all.txt,18,403,成功,h264,1280x720,25.0,有音频,3.242
[BD]ictv,https://t.freetv.fun/live/ictv-1.m3u8,6941,ICTV,Ukraine,Ukraine,https://epg.pw/media/images/channel/2022/11/24/large/20221124234759643697_22.png,Generic,1920x1080,freetv-fun-all.txt,22,403,成功,h264,1920x1080,50.0,有音频,3.597
[VGA]ebs1,https://t.freetv.fun/live/ebs1.php,,EBS1,Korea,Korea,https://epg.pw/media/images/channel/2022/09/30/large/20220930173234951785_34.jpg,Generic,720x400,freetv-fun-all.txt,22,403,成功,h264,720x400,29.97002997002997,有音频,2.135
[BD]cgtn阿语,https://t.freetv.fun/live/cgtna-yu-1.m3u8,,CGTN(Spain),Spain,Spain,https://epg.pw/media/uploads/tmp_logo/2018/05/16/20180516070123835480_63.jpg,News,1920x1080,freetv-fun-all.txt,21,403,成功,h264,1920x1080,25.0,有音频,10.350
[BD]4 kurd,https://t.freetv.fun/live/4-kurd.m3u8,,Kanal 4 Kurd,Kurdistan,Kurdistan,https://epg.pw/media/uploads/tmp_logo/2015/07/01/20150701112239664184_87.png,Generic,1920x1080,freetv-fun-all.txt,15,403,成功,h264,1920x1080,25.0,有音频,3.202
[HD]cnbc indonesia,https://t.freetv.fun/live/cnbc-indonesia.m3u8,,CNN Indonesia,Indonesia,Indonesia,https://epg.pw/media/images/channel/2022/05/06/large/20220506173712756710_20.png,News,640x360,freetv-fun-all.txt,22,403,成功,h264,640x360,25.0,有音频,8.846
[BD]RTHK31 *sg,https://t.freetv.fun/live/rthk31-sg.m3u8,,RTHK31,Hong Kong,Hong Kong,https://epg.pw/media/images/channel/2023/07/19/large/20230719083758215404_92.png,Entertainment,1920x1080,freetv-fun-all.txt,299,403,成功,h264,1920x1080,25.0,有音频,5.235
[HD]cleo tv,https://t.freetv.fun/live/cleo-tv-1.m3u8,,LEDO TV,Vietnam,Vietnam,https://epg.pw/media/uploads/tmp_logo/2017/05/09/20170509164912652164_23.png,Test,1280x720,freetv-fun-all.txt,21,403,成功,h264,1280x720,59.94005994005994,有音频,3.107
[BD]ion plus,https://t.freetv.fun/live/ion-plus-1.m3u8,,ON Plus,Egypt,Egypt,https://epg.pw/media/uploads/tmp_logo/2017/01/31/20170131165125367318_70.png,Entertainment,1920x1080,freetv-fun-all.txt,18,403,成功,h264,1920x1080,29.97002997002997,有音频,3.413
[SD]comedy central south park,https://t.freetv.fun/live/comedy-central-south-park.m3u8,,Comedy Central (NL),Netherlands,Netherlands,https://epg.pw/media/uploads/tmp_logo/2015/08/21/20150821160657487535_90.jpg,Generic,426x240,freetv-fun-all.txt,22,403,成功,h264,426x240,30.0,有音频,2.173
[BD]cnn int,https://t.freetv.fun/live/cnn-int-1.m3u8,464857,CNN HD,United States,United States,https://epg.pw/media/images/channel/2019/01/13/large/20190113215800701920_63.jpg,News,640x360,freetv-fun-all.txt,26,403,成功,h264,640x360,25.0,有音频,3.958
[BD]dubai sports 3,https://t.freetv.fun/live/dubai-sports-3-1.m3u8,,Dubai Sports UAE,United Arab Emirates,United Arab Emirates,https://epg.pw/media/images/channel/2024/03/13/large/20240313161442698741_15.png,Sports,1920x1080,freetv-fun-all.txt,20,403,成功,h264,1920x1080,25.0,有音频,7.101
[SD]beyond history,https://t.freetv.fun/live/beyond-history.m3u8,,History(USA),United States,United States,https://epg.pw/media/images/channel/2022/05/23/large/20220523014634644875_63.jpg,Knowledge,426x240,freetv-fun-all.txt,20,403,成功,h264,426x240,30.0,有音频,2.190
[BD]outdoor channel,https://t.freetv.fun/live/outdoor-channel-2.m3u8,,Outdoor Channel HD,United States,United States,https://epg.pw/media/img/logo/outdoor_channel_hd_1.png,Knowledge,1920x1080,freetv-fun-all.txt,18,403,成功,h264,1920x1080,29.97002997002997,有音频,7.479
[HD]canal málaga,https://t.freetv.fun/live/canal-malaga.m3u8,,Canal 9 HD,France,France,https://epg.pw/media/images/channel/2022/05/06/large/20220506174853139444_50.png,Generic,1280x720,freetv-fun-all.txt,21,403,成功,h264,1280x720,25.0,有音频,1.435
[BD]newsmax 2,https://t.freetv.fun/live/newsmax-2-1.m3u8,464863,Newsmax,United States,United States,https://epg.pw/media/images/channel/2021/01/21/large/20210121205319348415_63.png,News,1920x1080,freetv-fun-all.txt,18,403,成功,h264,1920x1080,29.97002997002997,有音频,2.700
[HD]porto canal,https://t.freetv.fun/live/porto-canal-1.m3u8,,Porto Canal,Portugal,Portugal,https://epg.pw/media/images/channel/2022/05/06/large/20220506173755198502_94.png,Sports,1280x720,freetv-fun-all.txt,17,403,成功,h264,1280x720,25.0,有音频,1.804
[HD]itv,https://t.freetv.fun/live/itv-1.m3u8,,ITV,United Kingdom,United Kingdom,https://epg.pw/media/images/channel/2017/05/21/large/20170521223910040532_53.jpg,Sports,640x360,freetv-fun-all.txt,19,403,成功,h264,640x360,30.0,有音频,6.053
[BD]rtl télé lëtzebuerg,https://t.freetv.fun/live/rtl-tele-letzebuerg.m3u8,,RTL Tele Letzebuerg,Luxembourg,Luxembourg,https://epg.pw/media/uploads/tmp_logo/2014/06/13/20140613195738668267_92.png,Generic,640x360,freetv-fun-all.txt,15,403,成功,h264,640x360,25.0,有音频,4.340
[SD]biznet lifestyle,https://t.freetv.fun/live/biznet-lifestyle.m3u8,,LIFESTYLE TV,United States,United States,https://epg.pw/media/img/logo/2013/10/30/5425b87220701edbe87a6faa8d50a4e9.png,Other,1024x576,freetv-fun-all.txt,21,403,成功,h264,1024x576,25.0,有音频,4.077
[HD]ช่อง radio kiss kiss italia,https://t.freetv.fun/live/ch-ng-radio-kiss-kiss-italia.m3u8,,Radio Italia TV,Italy,Italy,https://epg.pw/media/images/channel/2022/05/06/large/20220506174238449874_96.png,Entertainment,1280x720,freetv-fun-all.txt,22,403,成功,h264,1280x720,25.0,有音频,2.926
[BD]mbc 3 usa,https://t.freetv.fun/live/mbc-3-usa-1.m3u8,,MBC 3,Saudi Arabia,Saudi Arabia,https://epg.pw/media/images/channel/2022/12/17/large/20221217154121146940_73.jpg,Kids,1280x720,freetv-fun-all.txt,19,403,成功,h264,1280x720,25.0,有音频,10.160
[BD]music box,https://t.freetv.fun/live/music-box.m3u8,,Russian Music Box TV,Russia,Russia,https://epg.pw/media/uploads/tmp_logo/2014/05/23/20140523215035933069_60.jpg,Entertainment,1920x1080,freetv-fun-all.txt,13,403,成功,h264,1920x1080,29.97002997002997,有音频,2.013
[BD]tve 24 h,https://t.freetv.fun/live/tve-24-h.m3u8,,H&H,Spain,Spain,https://epg.pw/media/uploads/tmp_logo/2016/05/07/20160507094444820333_82.png,Entertainment,640x360,freetv-fun-all.txt,16,403,成功,h264,640x360,25.0,有音频,4.996
[VGA]itv,https://t.freetv.fun/live/itv.m3u8,,ITV,United Kingdom,United Kingdom,https://epg.pw/media/images/channel/2017/05/21/large/20170521223910040532_53.jpg,Sports,640x360,freetv-fun-all.txt,20,403,成功,h264,640x360,30.0,有音频,5.586
[HD]ndtv 24x7,https://t.freetv.fun/live/ndtv-24x7-1.m3u8,,NDTV24*7,India,India,https://epg.pw/media/images/channel/2024/03/14/large/20240314004609858667_87.png,News,1280x720,freetv-fun-all.txt,21,403,成功,h264,1280x720,25.0,有音频,7.771
[BD]relax 2,https://t.freetv.fun/live/relax-2.m3u8,,Relax TV Czech Republic,Czech,Czech,https://epg.pw/media/,Generic,256x144,freetv-fun-all.txt,19,403,成功,h264,256x144,29.97002997002997,有音频,4.352
[HD]cbs news los angeles (720p),https://t.freetv.fun/live/cbs-news-los-angeles-720p.m3u8,,KCBS Los Angeles,United States,United States,https://epg.pw/media/images/channel/2025/07/09/large/20250709173008580029_37.png,News,1280x720,freetv-fun-all.txt,15,403,成功,h264,1280x720,29.97002997002997,有音频,2.728
[HD]mytime movie network,https://t.freetv.fun/live/mytime-movie-network-3.m3u8,,MOVIE MOVIE,Hong Kong,Hong Kong,https://epg.pw/media/images/channel/2024/04/15/large/20240415121455440051_22.png,Movies,1280x720,freetv-fun-all.txt,19,403,成功,h264,1280x720,30.0,有音频,3.226
[BD]24 kanal,https://t.freetv.fun/live/24-kanal.m3u8,,Kanal 24,Türkiye,Türkiye,https://epg.pw/media/images/channel/2022/05/25/large/20220525022131258156_36.png,News,1920x1080,freetv-fun-all.txt,19,403,成功,h264,1920x1080,25.0,有音频,4.102
[HD]koogi tv,https://t.freetv.fun/live/koogi-tv-1-1.m3u8,,Chr Koogi TV,Egypt,Egypt,https://epg.pw/media/images/channel/2022/05/06/large/20220506174032536888_55.png,Kids,1280x720,freetv-fun-all.txt,19,403,成功,h264,1280x720,25.0,有音频,5.589
[BD]estrella tv,https://t.freetv.fun/live/estrella-tv-2.m3u8,,Estrella TV,United States,United States,https://epg.pw/media/images/channel/2024/04/04/large/20240404163520450680_81.png,Entertainment,1280x720,freetv-fun-all.txt,21,403,成功,h264,1280x720,30.0,有音频,4.825
[BD]france 24 español,https://t.freetv.fun/live/france-24-espanol-1.m3u8,,France 24 (French),France,France,https://epg.pw/media/uploads/tmp_logo/2015/08/21/20150821104841185612_92.png,News,1920x1080,freetv-fun-all.txt,19,403,成功,h264,1920x1080,25.0,有音频,0.956
[VGA]музыка 1 international,https://t.freetv.fun/live/muzyka-1-international.m3u8,,LBC International,Lebanon,Lebanon,https://epg.pw/media/images/channel/2022/05/06/large/20220506174912035196_59.png,Generic,768x432,freetv-fun-all.txt,21,403,成功,h264,768x432,25.0,有音频,3.101
[HD]leominster tv public,https://t.freetv.fun/live/leominster-tv-public.m3u8,,PUBLIC TV,India,India,https://epg.pw/media/images/channel/2022/05/06/large/20220506175017403710_81.png,Generic,416x234,freetv-fun-all.txt,22,403,成功,h264,416x234,29.97002997002997,有音频,4.810
[BD]fnx,https://t.freetv.fun/live/fnx-1.m3u8,470910,FX,Canada,Canada,https://epg.pw/media/images/channel/2020/02/29/large/20200229001608560661_60.png,Movies,416x234,freetv-fun-all.txt,17,403,成功,h264,416x234,29.97002997002997,有音频,2.114
[BD]xite hits,https://t.freetv.fun/live/xite-hits.m3u8,,Hits(TW),Singapore,Singapore,https://epg.pw/media/images/channel/2024/06/11/large/20240611010918611570_10.jpg,Movies,1920x1080,freetv-fun-all.txt,19,403,成功,h264,1920x1080,25.0,有音频,1.986
[HD]fox 13 seattle wa,https://t.freetv.fun/live/fox-13-seattle-wa.m3u8,,FOX 13 Seattle,United States,United States,https://epg.pw/media/images/channel/2023/12/12/large/20231212073640223829_58.png,Generic,854x480,freetv-fun-all.txt,18,403,成功,h264,854x480,29.97002997002997,有音频,2.733
[SD]abc 7 los angeles ca (kabc-tv) (720p),https://t.freetv.fun/live/abc-7-los-angeles-ca-kabc-tv-720p.m3u8,,FOX Los Angeles,United States,United States,https://epg.pw/media/images/channel/2025/06/28/large/20250628062548683604_71.png,Generic,640x360,freetv-fun-all.txt,17,403,成功,h264,640x360,30.0,有音频,4.359
[HD]wdr fernsehen,https://t.freetv.fun/live/wdr-fernsehen.m3u8,,MDR Fernsehen,Germany,Germany,https://epg.pw/media/uploads/tmp_logo/2014/06/13/20140613201217441963_83.png,Generic,480x270,freetv-fun-all.txt,20,403,成功,h264,480x270,50.0,有音频,18.271
[BD]cctv-9高清,https://t.freetv.fun/live/cctv-9gao-qing.m3u8,378828,CCTV9,China,China,https://epg.pw/media/images/channel/2025/01/25/large/20250125001710136564_30.png,Knowledge,1920x1080,freetv-fun-all.txt,22,403,成功,h264,1920x1080,50.0,有音频,3.722
[SD]zee business,https://t.freetv.fun/live/zee-business.m3u8,,First Business Ukraine,Ukraine,Ukraine,https://epg.pw/media/uploads/tmp_logo/2014/06/01/20140601220726226277_10.png,News,896x504,freetv-fun-all.txt,20,403,成功,h264,896x504,30.0,有音频,2.754
[HD]rbb fernsehen,https://t.freetv.fun/live/rbb-fernsehen.m3u8,,RBB Fernsehen,Germany,Germany,https://epg.pw/media/uploads/tmp_logo/2014/06/13/20140613200745453113_72.png,Generic,1280x720,freetv-fun-all.txt,18,403,成功,h264,1280x720,50.0,有音频,2.506
[BD]etv music,https://t.freetv.fun/live/etv-music.m3u8,,RU TV Music,Russia,Russia,https://epg.pw/media/uploads/tmp_logo/2014/05/30/20140530202735093457_50.png,Entertainment,1920x1080,freetv-fun-all.txt,20,403,成功,h264,1920x1080,25.0,有音频,4.846
[BD]pulse,https://t.freetv.fun/live/pulse.m3u8,,MTV Pulse Italy,Italy,Italy,https://epg.pw/media/images/channel/2022/05/27/large/20220527020523632541_62.png,Music,1920x1080,freetv-fun-all.txt,21,403,成功,h264,1920x1080,25.0,有音频,6.356
[BD]miracle tv,https://t.freetv.fun/live/miracle-tv-2.m3u8,,Miracle TV,Egypt,Egypt,https://epg.pw/media/uploads/tmp_logo/2017/04/21/20170421052343918736_95.jpg,Other,426x240,freetv-fun-all.txt,17,403,成功,h264,426x240,25.0,有音频,3.151
[BD]jawhara tv,https://t.freetv.fun/live/jawhara-tv.m3u8,,Jamawar  TV,Iran,Iran,https://epg.pw/media/uploads/tmp_logo/2016/11/26/20161126064517544836_72.jpg,News,1280x720,freetv-fun-all.txt,18,403,成功,h264,1280x720,50.0,有音频,3.845
[BD]court tv,https://t.freetv.fun/live/court-tv-1.m3u8,,Court TV,United States,United States,https://epg.pw/media/images/channel/2023/08/23/large/20230823111358729586_56.png,Movies,426x240,freetv-fun-all.txt,18,403,成功,h264,426x240,29.97002997002997,有音频,5.445
